ID,DESCRIPTION.XML_LANG,DESCRIPTION
GG_GR_G01_CA_XDC,en,"Fiscal, General Government, Cash receipts from operating activities, 2001 Manual, Cash, Domestic Currency"
GG_GXCCB_G01_CA_XDC,en,"Fiscal, General Government, Cash surplus/deficit [CSD_CA], 2001 Manual, Cash, Domestic Currency"
GG_GE_G01_CA_XDC,en,"Fiscal, General Government, Expense, 2001 Manual, Cash, Domestic Currency"
GG_GE_G01_XDC,en,"Fiscal, General Government, Expense, 2001 Manual, Domestic Currency"
GG_GECE_G01_CA_XDC,en,"Fiscal, General Government, Expense, Compensation of Employees, 2001 Manual, Cash, Domestic Currency"
GG_GECE_G01_XDC,en,"Fiscal, General Government, Expense, Compensation of Employees, 2001 Manual, Domestic Currency"
GG_GEKC_G01_XDC,en,"Fiscal, General Government, Expense, Consumption of Fixed Capital, 2001 Manual, Domestic Currency"
GG_GEG_G01_CA_XDC,en,"Fiscal, General Government, Expense, Grants, 2001 Manual, Cash, Domestic Currency"
GG_GEG_G01_XDC,en,"Fiscal, General Government, Expense, Grants, 2001 Manual, Domestic Currency"
GG_GEI_G01_CA_XDC,en,"Fiscal, General Government, Expense, Interest, 2001 Manual, Cash, Domestic Currency"
GG_GEI_G01_XDC,en,"Fiscal, General Government, Expense, Interest, 2001 Manual, Domestic Currency"
GG_GEO_G01_CA_XDC,en,"Fiscal, General Government, Expense, Other, 2001 Manual, Cash, Domestic Currency"
GG_GEO_G01_XDC,en,"Fiscal, General Government, Expense, Other, 2001 Manual, Domestic Currency"
GG_GES_G01_CA_XDC,en,"Fiscal, General Government, Expense, Social Benefits, 2001 Manual, Cash, Domestic Currency"
GG_GES_G01_XDC,en,"Fiscal, General Government, Expense, Social Benefits, 2001 Manual, Domestic Currency"
GG_GEST_G01_CA_XDC,en,"Fiscal, General Government, Expense, Subsidies, 2001 Manual, Cash, Domestic Currency"
GG_GEST_G01_XDC,en,"Fiscal, General Government, Expense, Subsidies, 2001 Manual, Domestic Currency"
GG_GEGS_G01_CA_XDC,en,"Fiscal, General Government, Expense, Use of Goods and Services, 2001 Manual, Cash, Domestic Currency"
GG_GEGS_G01_XDC,en,"Fiscal, General Government, Expense, Use of Goods and Services, 2001 Manual, Domestic Currency"
GG_GXCBG_G01_XDC,en,"Fiscal, General Government, Gross operating balance, 2001 Manual, Domestic Currency"
GG_GX_G01_CA_XDC,en,"Fiscal, General Government, Memo Item: Expenditure, 2001 Manual, Cash, Domestic Currency"
GG_GX_G01_XDC,en,"Fiscal, General Government, Memo Item: Expenditure, 2001 Manual, Domestic Currency"
GG_GADAFX_T_G01_CA_XDC,en,"Fiscal, General Government, Net acquisition of financial assets other than cash [32x_CA], Transactions, 2001 Manual, Cash, Domestic Currency"
GG_GADAFX_T_G01_XDC,en,"Fiscal, General Government, Net Acquisition of Financial Assets Other than Cash, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency"
GG_GADAFXD_T_G01_CA_XDC,en,"Fiscal, General Government, Net acquisition of nonfinancial assets excluding cash: Domestic [321x_CA], Transactions, 2001 Manual, Cash, Domestic Currency"
GG_GADAFXF_T_G01_CA_XDC,en,"Fiscal, General Government, Net acquisition of nonfinancial assets excluding cash: Foreign [322x_CA], Transactions, 2001 Manual, Cash, Domestic Currency"
GG_GXCCF_G01_CA_XDC,en,"Fiscal, General Government, Net cash inflow from financing activities [NFB_CA], 2001 Manual, Cash, Domestic Currency"
GG_GXCCO_G01_CA_XDC,en,"Fiscal, General Government, Net cash inflow from operating activities [CIO_CA], 2001 Manual, Cash, Domestic Currency"
GG_GXCNC_G01_CA_XDC,en,"Fiscal, General Government, Net change in stock of cash [NCB_CA], 2001 Manual, Cash, Domestic Currency"
GG_GXOB_G01_XDC,en,"Fiscal, General Government, Net Lending/borrowing [NLB], 2001 Manual, Domestic Currency"
GG_GXCNLA_G01_XDC,en,"Fiscal, General Government, Net lending/borrowing, Adjustment to Net lending/borrowing, 2001 Manual, Domestic Currency"
GG_GXCBN_G01_XDC,en,"Fiscal, General Government, Net operating balance, 2001 Manual, Domestic Currency"
GG_GXCOP_G01_CA_XDC,en,"General Government, Primary Net cash inflow from operating activities, Domestic Currency"
GG_GXOBP_G01_XDC,en,"General Government, Primary operating balance, Domestic Currency"
GG_GR_G01_XDC,en,"Fiscal, General Government, Revenue, 2001 Manual, Domestic Currency"
GG_GRG_G01_CA_XDC,en,"Fiscal, General Government, Revenue, Grants, 2001 Manual, Cash, Domestic Currency"
GG_GRG_G01_XDC,en,"Fiscal, General Government, Revenue, Grants, 2001 Manual, Domestic Currency"
GG_GRO_G01_CA_XDC,en,"Fiscal, General Government, Revenue, Other Revenue, 2001 Manual, Cash, Domestic Currency"
GG_GRO_G01_XDC,en,"Fiscal, General Government, Revenue, Other Revenue, 2001 Manual, Domestic Currency"
GG_GRS_G01_CA_XDC,en,"Fiscal, General Government, Revenue, Social Contributions, 2001 Manual, Cash, Domestic Currency"
GG_GRS_G01_XDC,en,"Fiscal, General Government, Revenue, Social Contributions, 2001 Manual, Domestic Currency"
GG_GRT_G01_CA_XDC,en,"Fiscal, General Government, Revenue, Tax, 2001 Manual, Cash, Domestic Currency"
GG_GRT_G01_XDC,en,"Fiscal, General Government, Revenue, Tax, 2001 Manual, Domestic Currency"
GG_GRTGS_G01_CA_XDC,en,"General Government, Taxes on goods & services (Cash), Domestic Currency"
GG_GRTGS_G01_XDC,en,"General Government, Taxes on goods and services [114], Domestic Currency"
GG_GRTI_G01_CA_XDC,en,"General Government, Taxes on income, profits, and capital gains (Cash), Domestic Currency"
GG_GRTI_G01_XDC,en,"General Government, Taxes on income, profits, and capital gains [111], Domestic Currency"
GG_GRTO_G01_CA_XDC,en,"General Government, Other taxes (Cash), Domestic Currency"
GG_GRTO_G01_XDC,en,"General Government, Other taxes [116], Domestic Currency"
GG_GRTPAY_G01_CA_XDC,en,"General Government, Taxes on payroll & workforce (Cash), Domestic Currency"
GG_GRTPAY_G01_XDC,en,"General Government, Taxes on payroll and workforce [112], Domestic Currency"
GG_GRTP_G01_CA_XDC,en,"General Government, Taxes on property (Cash), Domestic Currency"
GG_GRTP_G01_XDC,en,"General Government, Taxes on property [113], Domestic Currency"
GG_GRTT_G01_CA_XDC,en,"General Government, Taxes on international trade & transactions (Cash), Domestic Currency"
GG_GRTT_G01_XDC,en,"General Government, Taxes on international trade and transactions [115], Domestic Currency"
GG_GXCCBA_G01_CA_XDC,en,"Fiscal, General Government, Statistical discrepancy [30x-33+NCB-CSD] *, 2001 Manual, Cash, Domestic Currency"
GG_GALSDR_G01_XDC,en,"Fiscal, General Government,Assets and Liabilities, Liabilities, Special Drawing Rights, Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency"
GG_GADLSDR_T_G01_CA_XDC,en,"Fiscal, General Government,Assets and Liabilities, Liabilities, Special Drawing Rights, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Cash, Domestic Currency"
GG_GADLSDR_T_G01_XDC,en,"Fiscal, General Government,Assets and Liabilities, Liabilities, Special Drawing Rights, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency"
HPHCPQ_PA,en,"Fund Accounts, Currency Holdings as % of Quota, Percent per annum"
HPHC_XDR,en,"Fund Accounts, Currency Holdings, SDRs"
HPHC_USD,en,"Fund Accounts, Currency Holdings, US Dollars"
HLTF_XDR,en,"Fund Accounts, Lending to the Fund, SDRs"
HLTF_USD,en,"Fund Accounts, Lending to the Fund, US Dollars"
HNCA_XDR,en,"Fund Accounts, Net Cumulative Allocation, Escrow account, SDRs"
HNCA_USD,en,"Fund Accounts, Net Cumulative Allocation, Escrow account, US Dollars"
HPG_XDR,en,"Fund Accounts, Outstanding GRA, SDRs"
HPG_USD,en,"Fund Accounts, Outstanding GRA, US Dollars"
HPL_XDR,en,"Fund Accounts, Outstanding Loans, SDRs"
HPL_USD,en,"Fund Accounts, Outstanding Loans, US Dollars"
HOO_XDR,en,"Fund Accounts, Overdue Obligations, SDRs"
HOO_USD,en,"Fund Accounts, Overdue Obligations, US Dollars"
HPQ_XDR,en,"Fund Accounts, Quota, SDRs"
HPQ_USD,en,"Fund Accounts, Quota, US Dollars"
HPHSPA_PA,en,"Fund Accounts, SDR Holdings as % of Allocation, Percent per annum"
HSA_XDR,en,"Fund Accounts, SDR Holdings, Allocations, SDRs"
HSA_USD,en,"Fund Accounts, SDR Holdings, Allocations, US Dollars"
HPUPQ_PA,en,"Fund Accounts, UFC & Loans as % of Quota, Percent per annum"
HPU_XDR,en,"Fund Accounts, UFC & Loans, SDRs"
HPU_USD,en,"Fund Accounts, UFC & Loans, US Dollars"
HPURTP_XDR,en,"Fund Accounts, Use of Fund Credit and Loans, Reserve Tranche Position, SDRs"
HPURTP_USD,en,"Fund Accounts, Use of Fund Credit and Loans, Reserve Tranche Position, US Dollars"
NCGGC_XDC,en,"General Government Final Consumption Expenditure, Collective, Nominal, Domestic Currency"
NCGGC_SA_XDC,en,"General Government Final Consumption Expenditure, Collective, Nominal, Seasonally Adjusted, Domestic Currency"
NCGGC_NSA_XDC,en,"General Government Final Consumption Expenditure, Collective, Nominal, Unadjusted, Domestic Currency"
NCGGC_R_XDC,en,"General Government Final Consumption Expenditure, Collective, Real, Domestic Currency"
NCGGC_R_SA_XDC,en,"General Government Final Consumption Expenditure, Collective, Real, Seasonally Adjusted, Domestic Currency"
NCGGC_R_NSA_XDC,en,"General Government Final Consumption Expenditure, Collective, Real, Unadjusted, Domestic Currency"
NCGGI_XDC,en,"General Government Final Consumption Expenditure, Individual, Nominal, Domestic Currency"
NCGGI_SA_XDC,en,"General Government Final Consumption Expenditure, Individual, Nominal, Seasonally Adjusted, Domestic Currency"
NCGGI_NSA_XDC,en,"General Government Final Consumption Expenditure, Individual, Nominal, Unadjusted, Domestic Currency"
NCGGI_R_XDC,en,"General Government Final Consumption Expenditure, Individual, Real, Domestic Currency"
NCGGI_R_SA_XDC,en,"General Government Final Consumption Expenditure, Individual, Real, Seasonally Adjusted, Domestic Currency"
NCGGI_R_NSA_XDC,en,"General Government Final Consumption Expenditure, Individual, Real, Unadjusted, Domestic Currency"
NCGG_XDC,en,"General Government Final Consumption Expenditure, Nominal, Domestic Currency"
NCGG_SA_XDC,en,"General Government Final Consumption Expenditure, Nominal, Seasonally Adjusted, Domestic Currency"
NCGG_NSA_XDC,en,"General Government Final Consumption Expenditure, Nominal, Unadjusted, Domestic Currency"
NCGG_R_XDC,en,"General Government Final Consumption Expenditure, Real, Domestic Currency"
NCGG_R_SA_XDC,en,"General Government Final Consumption Expenditure, Real, Seasonally Adjusted, Domestic Currency"
NCGG_R_NSA_XDC,en,"General Government Final Consumption Expenditure, Real, Unadjusted, Domestic Currency"
NI_XDC,en,"Gross Capital Formation, Nominal, Domestic Currency"
NI_SA_XDC,en,"Gross Capital Formation, Nominal, Seasonally Adjusted, Domestic Currency"
NI_NSA_XDC,en,"Gross Capital Formation, Nominal, Unadjusted, Domestic Currency"
NI_R_XDC,en,"Gross Capital Formation, Real, Domestic Currency"
NI_R_SA_XDC,en,"Gross Capital Formation, Real, Seasonally Adjusted, Domestic Currency"
NI_R_NSA_XDC,en,"Gross Capital Formation, Real, Unadjusted, Domestic Currency"
NGDP_D_IX,en,"Gross Domestic Product, Deflator, Index"
NGDP_D_SA_IX,en,"Gross Domestic Product, Deflator, Seasonally Adjusted, Index"
NGDP_XDC,en,"Gross Domestic Product, Nominal, Domestic Currency"
NGDP_SA_XDC,en,"Gross Domestic Product, Nominal, Seasonally Adjusted, Domestic Currency"
NGDP_NSA_XDC,en,"Gross Domestic Product, Nominal, Unadjusted, Domestic Currency"
NGDP_R_XDC,en,"Gross Domestic Product, Real, Domestic Currency"
NGDP_R_SA_XDC,en,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency"
NGDP_R_NSA_XDC,en,"Gross Domestic Product, Real, Unadjusted, Domestic Currency"
NFID_XDC,en,"Gross Fixed Capital Formation, Dwellings, Nominal, Domestic Currency"
NFID_SA_XDC,en,"Gross Fixed Capital Formation, Dwellings, Nominal, Seasonally Adjusted, Domestic Currency"
NFID_NSA_XDC,en,"Gross Fixed Capital Formation, Dwellings, Nominal, Unadjusted, Domestic Currency"
NFID_R_XDC,en,"Gross Fixed Capital Formation, Dwellings, Real, Domestic Currency"
NFID_R_SA_XDC,en,"Gross Fixed Capital Formation, Dwellings, Real, Seasonally Adjusted, Domestic Currency"
NFID_R_NSA_XDC,en,"Gross Fixed Capital Formation, Dwellings, Real, Unadjusted, Domestic Currency"
NFIOT_XDC,en,"Gross Fixed Capital Formation, Machinery and Equipment and Weapon System, Nominal, Domestic Currency"
NFIOT_SA_XDC,en,"Gross Fixed Capital Formation, Machinery and Equipment and Weapon System, Nominal, Seasonally Adjusted, Domestic Currency"
NFIOT_NSA_XDC,en,"Gross Fixed Capital Formation, Machinery and Equipment and Weapon System, Nominal, Unadjusted, Domestic Currency"
NFIOT_R_XDC,en,"Gross Fixed Capital Formation, Machinery and Equipment and Weapon System, Real, Domestic Currency"
NFIOT_R_SA_XDC,en,"Gross Fixed Capital Formation, Machinery and Equipment and Weapon System, Real, Seasonally Adjusted, Domestic Currency"
NFIOT_R_NSA_XDC,en,"Gross Fixed Capital Formation, Machinery and Equipment and Weapon System, Real, Unadjusted, Domestic Currency"
NFI_XDC,en,"Gross Fixed Capital Formation, Nominal, Domestic Currency"
NFI_SA_XDC,en,"Gross Fixed Capital Formation, Nominal, Seasonally Adjusted, Domestic Currency"
NFI_NSA_XDC,en,"Gross Fixed Capital Formation, Nominal, Unadjusted, Domestic Currency"
NFIOS_XDC,en,"Gross Fixed Capital Formation, Other Buildings and Structures, Nominal, Domestic Currency"
NFIOS_SA_XDC,en,"Gross Fixed Capital Formation, Other Buildings and Structures, Nominal, Seasonally Adjusted, Domestic Currency"
NFIOS_NSA_XDC,en,"Gross Fixed Capital Formation, Other Buildings and Structures, Nominal, Unadjusted, Domestic Currency"
NFIOS_R_XDC,en,"Gross Fixed Capital Formation, Other Buildings and Structures, Real, Domestic Currency"
NFIOS_R_SA_XDC,en,"Gross Fixed Capital Formation, Other Buildings and Structures, Real, Seasonally Adjusted, Domestic Currency"
NFIOS_R_NSA_XDC,en,"Gross Fixed Capital Formation, Other Buildings and Structures, Real, Unadjusted, Domestic Currency"
NFI_R_XDC,en,"Gross Fixed Capital Formation, Real, Domestic Currency"
NFI_R_SA_XDC,en,"Gross Fixed Capital Formation, Real, Seasonally Adjusted, Domestic Currency"
NFI_R_NSA_XDC,en,"Gross Fixed Capital Formation, Real, Unadjusted, Domestic Currency"
NCPHI_XDC,en,"Households Final Consumption Expenditure, Nominal, Domestic Currency"
NCPHI_SA_XDC,en,"Households Final Consumption Expenditure, Nominal, Seasonally Adjusted, Domestic Currency"
NCPHI_NSA_XDC,en,"Households Final Consumption Expenditure, Nominal, Unadjusted, Domestic Currency"
NCPHI_R_XDC,en,"Households Final Consumption Expenditure, Real, Domestic Currency"
NCPHI_R_SA_XDC,en,"Households Final Consumption Expenditure, Real, Seasonally Adjusted, Domestic Currency"
NCPHI_R_NSA_XDC,en,"Households Final Consumption Expenditure, Real, Unadjusted, Domestic Currency"
